status,title,company,location,date,tags,link,id,provider,query
new,Senior Software Engineer,FactSet Research Systems,"Boston, MA",2020-02-09,"C# , SQL , Angular , database , WinForms , performance , WCF , web , Web , mobile , SOAP , types , deployment , Deployment , build",https://www.glassdoor.com/partner/jobListing.htm?pos=101&ao=212128&s=58&guid=0000017060e7c3aa86de742054eafcca&src=GD_JOB_AD&t=SR&extid=1&exst=EOL&ist=&ast=EOL&vt=w&slr=true&cs=1_2b72dfcb&cb=1582173767086&jobListingId=3494934010,3494934010,glassdoor,Factset Research Systems developer
new,Software Engineer - Document Workflow,FactSet Research Systems,"New York, NY",2020-01-27,"TypeScript , web , search , process , architecture , range",https://www.glassdoor.com/partner/jobListing.htm?pos=102&ao=212128&s=58&guid=0000017060e7c3aa86de742054eafcca&src=GD_JOB_AD&t=SR&extid=1&exst=EOL&ist=&ast=EOL&vt=w&slr=true&cs=1_bc9b3865&cb=1582173767087&jobListingId=3475767147,3475767147,glassdoor,Factset Research Systems developer
new,Software Engineer - Shared Infrastructure,FactSet Research Systems,"Norwalk, CT",2020-01-28,"JavaScript , TypeScript , HTTP , authentication , web , build , components , client , field",https://www.glassdoor.com/partner/jobListing.htm?pos=103&ao=212128&s=58&guid=0000017060e7c3aa86de742054eafcca&src=GD_JOB_AD&t=SR&extid=1&exst=EOL&ist=&ast=EOL&vt=w&slr=true&cs=1_d7b0d848&cb=1582173767088&jobListingId=3473998648,3473998648,glassdoor,Factset Research Systems developer
new,Senior Systems Engineer,FactSet Research Systems,"York, NY",2020-01-21,"C# , Python , Linux , Windows , bash , performance , Powershell , Security , Networking , Server , build , Directory , automation , configuration , scripting",https://www.indeed.com/viewjob?jk=91a4e8a1e1f59d6b,91a4e8a1e1f59d6b,indeed,Factset Research Systems developer
new,Product Specialist - US Campus,FactSet Research Systems,"York, NY",2020-01-21,process,https://www.indeed.com/viewjob?jk=57a7d224b54d9842,57a7d224b54d9842,indeed,Factset Research Systems developer
new,Digital-DevOps-CSE,FactSet Research Systems,"York, NY",2020-01-21,"Windows , performance , Azure , PowerShell , email , Security , web , mobile , SharePoint , dynamic , service , deployment , Directory , process , automation",https://www.indeed.com/viewjob?jk=ae1c46bf0faebe14,ae1c46bf0faebe14,indeed,Factset Research Systems developer
new,Digital-DatabaseModernization-Search,FactSet Research Systems,"Norwalk, CT 06851",2020-01-29,"SQL , algorithm , Perl , web , search , Search , filter , embedded , position , version",https://www.indeed.com/viewjob?jk=97fc96c62ce18544,97fc96c62ce18544,indeed,Factset Research Systems developer
new,Digital-API Program Manager,FactSet Research Systems,"Norwalk, CT 06851",2020-01-30,"performance , API , report",https://www.indeed.com/viewjob?jk=c9dfc3415afeaceb,c9dfc3415afeaceb,indeed,Factset Research Systems developer
new,Network Security Engineer,FactSet Research Systems,"Austin, TX",2020-01-21,"security , Security , networking , service , Proxy , process , Architecture , routing , background , Request , rotation , Cloud , focus",https://www.indeed.com/viewjob?jk=64fe40fc0a0018fe,64fe40fc0a0018fe,indeed,Factset Research Systems developer
new,Software Engineer - Universal Screening,FactSet Research Systems,"York, NY",2020-01-21,"JavaScript , Java , C# , Python , AngularJS , Typescript , Go , web , types , SASS , architecture , Transactions , frameworks , range , position",https://www.indeed.com/viewjob?jk=43c0e43908814ba9,43c0e43908814ba9,indeed,Factset Research Systems developer
