status,title,company,location,date,tags,link,id,provider,query
new,"Sr. Specialist Developer, Oracle Database development, UNIX/Linux",BNY Mellon,"King of Prussia, PA",2020-02-11,"SQL , Linux , Database , Oracle , shell , Perl , elasticsearch , server , build , scripting , range , controls , Report , SAP , storage",https://www.glassdoor.com/partner/jobListing.htm?pos=106&ao=212128&s=58&guid=000001703a7d2515ac4ef655b21e90d2&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&cs=1_4668e65a&cb=1581529246012&jobListingId=3489265969,3489265969,glassdoor,BNY Mellon developer
new,Specialist Developer,BNY Mellon,"Pittsburgh, PA",2020-02-11,"performance , elasticsearch , testing , build , range , controls , Coordinates , state",https://www.glassdoor.com/partner/jobListing.htm?pos=109&ao=212128&s=58&guid=000001703a7d2515ac4ef655b21e90d2&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&cs=1_c095f19a&cb=1581529246023&jobListingId=3489266389,3489266389,glassdoor,BNY Mellon developer
new,Sr. Specialist Developer - Java,BNY Mellon,"New York, NY",2020-02-11,"CSS , SQL , AngularJS , REST , elasticsearch , testing , web , build , architecture , range , controls , cloud , version , state",https://www.glassdoor.com/partner/jobListing.htm?pos=111&ao=212128&s=58&guid=000001703a7d2515ac4ef655b21e90d2&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&cs=1_c7f7171e&cb=1581529246027&jobListingId=3489265710,3489265710,glassdoor,BNY Mellon developer
new,Sr. Specialist Developer,BNY Mellon,"New York, NY",2020-02-11,"SWIFT , Docker , elasticsearch , Web , join , build , scripting , attributes , NoSQL , range , controls , client , state",https://www.glassdoor.com/partner/jobListing.htm?pos=113&ao=212128&s=58&guid=000001703a7d2515ac4ef655b21e90d2&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&cs=1_0cf8b8b3&cb=1581529247244&jobListingId=3489266761,3489266761,glassdoor,BNY Mellon developer
new,"Sr Specialist Application Mainframe Developer --- CICS COBOL, VSAM",BNY Mellon,"Westborough, MA",2020-02-01,"Java , XML , date , elasticsearch , Web , build , interface , process , map , controls , processing , state",https://www.glassdoor.com/partner/jobListing.htm?pos=117&ao=212128&s=58&guid=000001703a7d2515ac4ef655b21e90d2&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&cs=1_c826776a&cb=1581529247251&jobListingId=3479150528,3479150528,glassdoor,BNY Mellon developer
new,"Principal Architect/Developer, ETF Appl Development --- .NET, SQL Server, Angular",BNY Mellon,New Jersey,2020-01-26,"SQL , debugging , elasticsearch , testing , Service , Server , architecture , Frameworks , Jersey , components , mapping , logic , cross-platform , state",https://www.glassdoor.com/partner/jobListing.htm?pos=121&ao=212128&s=58&guid=000001703a7d2515ac4ef655b21e90d2&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&cs=1_b54e5324&cb=1581529247259&jobListingId=3473605382,3473605382,glassdoor,BNY Mellon developer
new,Principal Developer-UI,BNY Mellon,"New York, NY",2020-02-07,"elasticsearch , build , range , state",https://www.glassdoor.com/partner/jobListing.htm?pos=122&ao=212128&s=58&guid=000001703a7d2515ac4ef655b21e90d2&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&cs=1_43b53a16&cb=1581529247260&jobListingId=3485407809,3485407809,glassdoor,BNY Mellon developer
new,Sr. Specialist Developer*,BNY Mellon,"Oriskany, NY",2020-01-29,"elasticsearch , process , Process , automation , Automation , architecture , reference , include , field , state",https://www.glassdoor.com/partner/jobListing.htm?pos=123&ao=212128&s=58&guid=000001703a7d2515ac4ef655b21e90d2&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&cs=1_c549e5cc&cb=1581529247263&jobListingId=3475766185,3475766185,glassdoor,BNY Mellon developer
new,"VP - Principal Java Developer  Angular, Spring - ETF",BNY Mellon,"Jersey City, NJ",2020-02-11,"Java , SQL , Angular , Spring , Git , Jenkins , service , Service , Deployment , build , Architecture , find , Cloud",https://www.glassdoor.com/partner/jobListing.htm?pos=130&ao=3839&s=58&guid=000001703a7d2515ac4ef655b21e90d2&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&cs=1_fa1cf4fc&cb=1581529247279&jobListingId=3488610866,3488610866,glassdoor,BNY Mellon developer
new,"Principal Developer --- Java, Spring",BNY Mellon,New Jersey,2020-02-11,"Java , Spring , elasticsearch , service , Service , build , count , Architecture , Jersey , set , find , resources , range , client , Client",https://www.glassdoor.com/partner/jobListing.htm?pos=129&ao=212128&s=58&guid=000001703a7d2515ac4ef655b21e90d2&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&cs=1_7d803bed&cb=1581529247277&jobListingId=3489265899,3489265899,glassdoor,BNY Mellon developer
new,Principal Developer,BNY Mellon,"New York, NY 10065 (Upper East Side area)",2020-01-13,"Java , database , Spring , performance , Maven , JPA , Tomcat , Jenkins , testing , Github , Concurrency , build , automation , frameworks , JAXB",https://www.indeed.com/viewjob?jk=a56834b393830ace,a56834b393830ace,indeed,BNY Mellon developer
new,Sr. Specialist Developer - Oracle SOA 12c Administrator/Deve...,BNY Mellon,"New York, NY 10065 (Upper East Side area)",2020-02-02,"Java , Oracle , Security , debugging , Web , Service , view , Server , build , Configuration , Installation , include , range , position , controls",https://www.indeed.com/viewjob?jk=66d6e5b4cb3b28be,66d6e5b4cb3b28be,indeed,BNY Mellon developer
new,Specialist Developer,BNY Mellon,"Oriskany, NY",2020-01-13,"SQL , database , performance , testing , build , Architecture , dependencies , range , controls , Coordinates",https://www.indeed.com/viewjob?jk=a74af1fec3b30621,a74af1fec3b30621,indeed,BNY Mellon developer
new,Senior Developer,BNY Mellon,"Pittsburgh, PA 15238",2020-01-13,"build , transactions , installation , find , range",https://www.indeed.com/viewjob?jk=7df53d4af80d0173,7df53d4af80d0173,indeed,BNY Mellon developer
new,"Princ'l Arch't,Application Developer-NLP",BNY Mellon,"Florham Park, NJ 07932",2020-01-29,"Apache , debugging , search , build , architecture , NLP , components , range , mapping , logic , client , Processing , cross-platform",https://www.indeed.com/viewjob?jk=5ddc341f74e0aa4c,5ddc341f74e0aa4c,indeed,BNY Mellon developer
new,Principal Developer,BNY Mellon,"Jersey City, NJ 07302 (Downtown area)",2020-01-18,"Javascript , Java , Jquery , CSS , JSON , AJAX , Spring , Multithreading , apache , Rest , class , Security , go , testing , Exception",https://www.indeed.com/viewjob?jk=a9fc4ad324ef1ce2,a9fc4ad324ef1ce2,indeed,BNY Mellon developer
new,Principal Developer,BNY Mellon,"Pittsburgh, PA 15238",2020-02-07,"Java , CSS , SWIFT , Angular , Linux , Apache , API , Maven , Jenkins , Web , Kubernetes , service , deployment , Server , build",https://www.indeed.com/viewjob?jk=e612b6cf2813e053,e612b6cf2813e053,indeed,BNY Mellon developer
new,Sr. Specialist Developer,BNY Mellon,"Pittsburgh, PA 15238",2020-01-13,"Java , SQL , Angular , Apache , Tomcat , web , Web , server , build , frameworks , range , controls , Websphere",https://www.indeed.com/viewjob?jk=1f1dd0a1b7b09dee,1f1dd0a1b7b09dee,indeed,BNY Mellon developer
